Label,Min,Average,90% Line,Max,# Samples,failure,test
TC05_PCG_External_QuoteNewCustomer_HO_26_Prepackage_Clickcreatepackage_XL,3.832,8.437,11.454,13.714,5,0,TC05_PCG_External_QuoteNewCustomer_HO_26_Prepackage_Clickcreatepackage_XL
TC05_PCG_External_QuoteNewCustomer_HO_27_Prepackage_createpackage_clickclose_XL,0.8,1.479,1.898,2.793,5,0,TC05_PCG_External_QuoteNewCustomer_HO_27_Prepackage_createpackage_clickclose_XL
TC05_PCG_External_QuoteNewCustomer_HO_28_PackagePage_SendToUnderwriter_XL,7.596,9.629,11.187,13.188,5,0,TC05_PCG_External_QuoteNewCustomer_HO_28_PackagePage_SendToUnderwriter_XL
TC07_PCG_External_NewCustomer_Collections_02_SearchCustomerID_M,0.773,0.773,0.773,0.773,1,0,TC07_PCG_External_NewCustomer_Collections_02_SearchCustomerID_M
TC07_PCG_External_NewCustomer_Collections_03_CreateQuotefor_NewCustomer_M,0.204,0.204,0.204,0.204,1,0,TC07_PCG_External_NewCustomer_Collections_03_CreateQuotefor_NewCustomer_M
TC07_PCG_External_NewCustomer_Collections_04_SelectProductandClickSave&Continue_M,3.951,3.951,3.951,3.951,1,0,TC07_PCG_External_NewCustomer_Collections_04_SelectProductandClickSave&Continue_M
TC07_PCG_External_NewCustomer_Collections_08_InsuredPage_SelectLocationInfoAddress_M,0.308,0.308,0.308,0.308,1,0,TC07_PCG_External_NewCustomer_Collections_08_InsuredPage_SelectLocationInfoAddress_M
TC07_PCG_External_NewCustomer_Collections_09_insuredPage_Clicksave_M,13.569,13.569,13.569,13.569,1,0,TC07_PCG_External_NewCustomer_Collections_09_insuredPage_Clicksave_M
TC07_PCG_External_NewCustomer_Collections_10_RatingPage_SelectJewelry_M,1.454,1.454,1.454,1.454,1,0,TC07_PCG_External_NewCustomer_Collections_10_RatingPage_SelectJewelry_M
TC07_PCG_External_NewCustomer_Collections_11_RatingPage_SelectScheduled_M,1.192,1.192,1.192,1.192,1,0,TC07_PCG_External_NewCustomer_Collections_11_RatingPage_SelectScheduled_M
TC07_PCG_External_NewCustomer_Collections_12_RatingPage_Coveragelimit&ClickNext_M,2.886,2.886,2.886,2.886,1,0,TC07_PCG_External_NewCustomer_Collections_12_RatingPage_Coveragelimit&ClickNext_M
TC07_PCG_External_NewCustomer_Collections_13_CoveragePage_SelectRoofTypeMaterial_M,1.334,1.334,1.334,1.334,1,0,TC07_PCG_External_NewCustomer_Collections_13_CoveragePage_SelectRoofTypeMaterial_M
TC07_PCG_External_NewCustomer_Collections_13a_CoveragePage_SelectContructiontype_M,1.397,1.397,1.397,1.397,1,0,TC07_PCG_External_NewCustomer_Collections_13a_CoveragePage_SelectContructiontype_M
TC07_PCG_External_NewCustomer_Collections_13b_CoveragePage_occupancytype_M,1.378,1.378,1.378,1.378,1,0,TC07_PCG_External_NewCustomer_Collections_13b_CoveragePage_occupancytype_M
TC07_PCG_External_NewCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_M,1.439,1.439,1.439,1.439,1,0,TC07_PCG_External_NewCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_M
TC07_PCG_External_NewCustomer_Collections_13d_CoveragePage_SquareFootage_M,2.362,2.362,2.362,2.362,1,0,TC07_PCG_External_NewCustomer_Collections_13d_CoveragePage_SquareFootage_M
TC07_PCG_External_NewCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_M,1.41,1.41,1.41,1.41,1,0,TC07_PCG_External_NewCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_M
TC07_PCG_External_NewCustomer_Collections_13f_CoveragePage_selectprotectionclass_M,1.354,1.354,1.354,1.354,1,0,TC07_PCG_External_NewCustomer_Collections_13f_CoveragePage_selectprotectionclass_M
TC07_PCG_External_NewCustomer_Collections_13g_CoveragePage_selectno0fStories_M,1.532,1.532,1.532,1.532,1,0,TC07_PCG_External_NewCustomer_Collections_13g_CoveragePage_selectno0fStories_M
TC07_PCG_External_NewCustomer_Collections_14_CoveragePage_PercentageofCoverage_M,1.363,1.363,1.363,1.363,1,0,TC07_PCG_External_NewCustomer_Collections_14_CoveragePage_PercentageofCoverage_M
TC07_PCG_External_NewCustomer_Collections_15_CoveragePage_ClickNext_M,3.047,3.047,3.047,3.047,1,0,TC07_PCG_External_NewCustomer_Collections_15_CoveragePage_ClickNext_M
TC07_PCG_External_NewCustomer_Collections_16b_DetailsPage_ClickNext_M,5.222,5.222,5.222,5.222,1,0,TC07_PCG_External_NewCustomer_Collections_16b_DetailsPage_ClickNext_M
TC07_PCG_External_NewCustomer_Collections_16C_DetailsPage_ClickNext_QuotepageLoad_M,3.809,3.809,3.809,3.809,1,0,TC07_PCG_External_NewCustomer_Collections_16C_DetailsPage_ClickNext_QuotepageLoad_M
TC07_PCG_External_NewCustomer_Collections_17_QuotePage_ClickNext_M,2.025,2.025,2.025,2.025,1,0,TC07_PCG_External_NewCustomer_Collections_17_QuotePage_ClickNext_M
TC07_PCG_External_NewCustomer_Collections_19_PrePackagePage_ClickCreatePackage_M,4.563,4.563,4.563,4.563,1,0,TC07_PCG_External_NewCustomer_Collections_19_PrePackagePage_ClickCreatePackage_M
TC07_PCG_External_NewCustomer_Collections_20_PrePackagePage_ClickClosePopUp_M,0.681,0.681,0.681,0.681,1,0,TC07_PCG_External_NewCustomer_Collections_20_PrePackagePage_ClickClosePopUp_M
TC07_PCG_External_NewCustomer_Collections_21_PackagePage_SendToUnderwriter_M,7.29,7.29,7.29,7.29,1,0,TC07_PCG_External_NewCustomer_Collections_21_PackagePage_SendToUnderwriter_M
TC01_ExternalLogin_01F_CredSignIn_Dasboard,1.5,3.788,4.56,8.24,1238,0,TC01_ExternalLogin_01F_CredSignIn_Dasboard
TC18_CopyquoteHO_External_02_EnterCustomerIdandsearch,0.432,0.521,0.635,0.833,25,0,TC18_CopyquoteHO_External_02_EnterCustomerIdandsearch
TC18_CopyquoteHO_External_03_SelectCustomer,1.68,3.993,8.548,10.62,25,0,TC18_CopyquoteHO_External_03_SelectCustomer
TC18_CopyquoteHO_External_04_ClickCopyQuote_ HO,3.009,6.645,13.94,16.393,25,0,TC18_CopyquoteHO_External_04_ClickCopyQuote_ HO
TC18_CopyquoteCOL_External_08_EnterCustomerIdandsearch,0.441,0.547,0.678,0.825,25,0,TC18_CopyquoteCOL_External_08_EnterCustomerIdandsearch
TC18_CopyquoteCOL_External_09_SelectCustomer,1.763,3.236,4.668,6.832,25,0,TC18_CopyquoteCOL_External_09_SelectCustomer
TC18_CopyquoteCOL_External_10_ClickCopyQuote_ COL,2.848,4.457,7.123,8.501,25,0,TC18_CopyquoteCOL_External_10_ClickCopyQuote_ COL
TC18_CopyquotePEL_External_05_EnterCustomerIdandsearch,0.447,0.56,0.706,0.859,25,0,TC18_CopyquotePEL_External_05_EnterCustomerIdandsearch
TC18_CopyquotePEL_External_06_SelectCustomer,1.464,3.388,4.24,8.604,25,0,TC18_CopyquotePEL_External_06_SelectCustomer
TC18_CopyquotePEL_External_07_ClickCopyQuote_ PEL,2.751,5.621,9.263,15.224,25,0,TC18_CopyquotePEL_External_07_ClickCopyQuote_ PEL
TC01_Internal_01A_Launch,0.077,2.467,0.108,228.106,480,0,TC01_Internal_01A_Launch
TC01_Internal_01B_Login,0.135,0.217,0.276,0.701,480,0,TC01_Internal_01B_Login
TC01_Internal_01C_Signin_OKTA,0.14,1.137,1.341,2.815,480,5,TC01_Internal_01C_Signin_OKTA
TC01_Internal_01C_Signin_Non-OKTA,0.901,1.177,1.333,2.565,475,0,TC01_Internal_01C_Signin_Non-OKTA
TC19_Tasking1_02_Search_task,0.976,2.23,2.296,232.605,432,0,TC19_Tasking1_02_Search_task
TC19_Tasking1_03_View_task,1.658,1.863,2.018,3.271,432,0,TC19_Tasking1_03_View_task
TC19_Tasking2_02_Search_PolicyID,2.397,7.231,5.142,232.501,176,0,TC19_Tasking2_02_Search_PolicyID
TC19_Tasking2_03_Create_Task,5.16,5.492,5.714,7.835,175,0,TC19_Tasking2_03_Create_Task
TC19_Tasking2_04_Search_task,0.931,1.654,2.238,2.509,173,0,TC19_Tasking2_04_Search_task
TC19_Tasking2_05_View_task,1.652,4.388,1.954,224.252,173,0,TC19_Tasking2_05_View_task
TC19_Tasking2_06_Update_task,1.752,2.577,3.209,4.212,172,0,TC19_Tasking2_06_Update_task
TC19_Tasking2_07_Reassign_task,4.614,5.525,6.191,6.819,172,0,TC19_Tasking2_07_Reassign_task
TC19_Tasking2_08_Complete_task,4.361,5.24,5.85,6.494,170,0,TC19_Tasking2_08_Complete_task
TC12_Cancel_Internal_03_Search_PolicyID_fromPoliciespage,4.459,5.518,6.596,6.774,6,0,TC12_Cancel_Internal_03_Search_PolicyID_fromPoliciespage
TC12_Cancel_Internal_04_Select_Cancel,3.237,4.625,4.792,6.518,6,0,TC12_Cancel_Internal_04_Select_Cancel
TC25_Rewrite_PEL_02_SearchPolicyID_fromPolicies,4.457,4.762,5.304,5.357,10,0,TC25_Rewrite_PEL_02_SearchPolicyID_fromPolicies
TC25_Rewrite_PEL_03_SelectRewrite_InAction,0.145,0.184,0.249,0.291,10,0,TC25_Rewrite_PEL_03_SelectRewrite_InAction
TC25_Rewrite_PEL_04_SelectEffectivedate&Click_save&continue,3.13,3.397,3.542,3.737,10,0,TC25_Rewrite_PEL_04_SelectEffectivedate&Click_save&continue
TC25_Rewrite_PEL_05_SelectTerm&Click_OK,4.08,6.513,10.067,12.883,10,0,TC25_Rewrite_PEL_05_SelectTerm&Click_OK
TC25_Rewrite_PEL_06_InsuredPage_SelectCashtransfer_No,2.847,4.009,4.798,6.325,10,0,TC25_Rewrite_PEL_06_InsuredPage_SelectCashtransfer_No
TC17_Rewrite_Coll_02_SearchPolicyID_fromPolicies,5.236,6.004,6.201,7.148,5,0,TC17_Rewrite_Coll_02_SearchPolicyID_fromPolicies
TC17_Rewrite_Coll_03_Select_Rewrite,0.152,0.194,0.246,0.256,5,0,TC17_Rewrite_Coll_03_Select_Rewrite
TC25_Rewrite_PEL_07_InsuredPage_ClickSave&Continue,6.222,8.19,10.741,10.967,10,0,TC25_Rewrite_PEL_07_InsuredPage_ClickSave&Continue
TC17_Rewrite_Coll_04_SelectEffectivedate&Click_save&continue,3.952,5.785,5.564,9.098,5,0,TC17_Rewrite_Coll_04_SelectEffectivedate&Click_save&continue
TC23_Rewrite_HO_02_SearchPolicyID_fromPolicies,5.27,6.095,6.612,6.681,10,0,TC23_Rewrite_HO_02_SearchPolicyID_fromPolicies
TC25_Rewrite_PEL_08_RatingPage_ClickSave&Continue,2.487,3.019,3.515,3.863,10,0,TC25_Rewrite_PEL_08_RatingPage_ClickSave&Continue
TC12_Cancel_Internal_05_Select_Reason_and_click_saveandcontinue,16.266,32.109,35.013,77.182,6,0,TC12_Cancel_Internal_05_Select_Reason_and_click_saveandcontinue
TC23_Rewrite_HO_03_SelectRewrite,0.152,0.224,0.293,0.338,10,0,TC23_Rewrite_HO_03_SelectRewrite
TC17_Rewrite_Coll_05_SelectTerm_ClickOk,7.249,9.991,12.333,12.719,5,0,TC17_Rewrite_Coll_05_SelectTerm_ClickOk
TC25_Rewrite_PEL_09_CoveragePage_ClickSave&Continue,1.853,2.426,3.059,3.916,10,0,TC25_Rewrite_PEL_09_CoveragePage_ClickSave&Continue
TC23_Rewrite_HO_04_SelectEffectivedate&Click_save&continue,3.793,5.094,6.289,6.776,10,0,TC23_Rewrite_HO_04_SelectEffectivedate&Click_save&continue
TC17_Rewrite_Coll_06_InsuredPage_SelectCashtransfer_No,4.601,5.735,6.219,6.86,5,0,TC17_Rewrite_Coll_06_InsuredPage_SelectCashtransfer_No
TC25_Rewrite_PEL_10_DetailsPage_ClickSave&Continue,7.701,9.832,11.045,12.914,10,0,TC25_Rewrite_PEL_10_DetailsPage_ClickSave&Continue
TC23_Rewrite_HO_05_SelectTerm_ClickOk,5.368,9.234,11.709,12.883,10,0,TC23_Rewrite_HO_05_SelectTerm_ClickOk
TC25_Rewrite_PEL_11_PrepackagePage_ClickProceedtoissuance,0.263,0.45,0.553,1.137,10,0,TC25_Rewrite_PEL_11_PrepackagePage_ClickProceedtoissuance
TC17_Rewrite_Coll_07_InsuredPage_ClickSave&continue,11.516,14.089,16.695,18.153,5,0,TC17_Rewrite_Coll_07_InsuredPage_ClickSave&continue
TC23_Rewrite_HO_06_InsuredPage_SelectCashtransfer_No,3.263,4.416,5.473,5.767,10,0,TC23_Rewrite_HO_06_InsuredPage_SelectCashtransfer_No
TC25_Rewrite_PEL_12_PreissuancePage_ClickSave&continue,5.311,7.019,7.045,13.45,10,0,TC25_Rewrite_PEL_12_PreissuancePage_ClickSave&continue
TC17_Rewrite_Coll_08_RatingPage_ClickSave&continue,2.81,4.373,3.682,9.074,5,0,TC17_Rewrite_Coll_08_RatingPage_ClickSave&continue
TC25_Rewrite_PEL_13_PaymentPage_Cicksave&continue,2.535,3.789,3.463,11.965,10,0,TC25_Rewrite_PEL_13_PaymentPage_Cicksave&continue
TC17_Rewrite_Coll_09_CoveragePage_ClickSave&continue,3.48,4.628,4.248,8.171,5,0,TC17_Rewrite_Coll_09_CoveragePage_ClickSave&continue
TC23_Rewrite_HO_07_InsuredPage_ClickSave&Continue,7.398,10.237,13.213,15.95,10,0,TC23_Rewrite_HO_07_InsuredPage_ClickSave&Continue
TC23_Rewrite_HO_08_RatingPage_ClickSave&Continue,3.2,4.452,5.844,6.907,10,0,TC23_Rewrite_HO_08_RatingPage_ClickSave&Continue
TC17_Rewrite_Coll_10_DetailsPage_ClickSave&continue,11.189,13.882,13.077,20.679,5,0,TC17_Rewrite_Coll_10_DetailsPage_ClickSave&continue
TC25_Rewrite_PEL_14_Click_Issuepolicy,10.354,18.838,28.306,31.051,10,0,TC25_Rewrite_PEL_14_Click_Issuepolicy
TC17_Rewrite_Coll_11_Quotepage_ClickProceedtoissuance,0.339,1.471,0.56,5.695,5,0,TC17_Rewrite_Coll_11_Quotepage_ClickProceedtoissuance
TC23_Rewrite_HO_09_CoveragePage_ClickSave&Continue,2.514,3.427,4.06,5.741,10,0,TC23_Rewrite_HO_09_CoveragePage_ClickSave&Continue
TC17_Rewrite_Coll_12_PreissuancePage_ClickSave&continue,6.696,7.631,7.692,9.293,5,0,TC17_Rewrite_Coll_12_PreissuancePage_ClickSave&continue
TC23_Rewrite_HO_10_DetailsPage_ClickSave&Continue,10.522,13.827,16.331,22.426,10,0,TC23_Rewrite_HO_10_DetailsPage_ClickSave&Continue
TC17_Rewrite_Coll_13_Paymentpage_Clicksave&continue,3.542,3.901,3.87,4.538,5,0,TC17_Rewrite_Coll_13_Paymentpage_Clicksave&continue
TC23_Rewrite_HO_11_ClickProceedtoissuance,0.268,0.429,0.493,0.924,10,0,TC23_Rewrite_HO_11_ClickProceedtoissuance
TC23_Rewrite_HO_12_PreissuancePage_ClickSave&continue,2.554,3.47,4.302,4.358,10,0,TC23_Rewrite_HO_12_PreissuancePage_ClickSave&continue
TC23_Rewrite_HO_13_Inspectionpage_ClickNo,0.695,0.959,1.133,1.972,10,0,TC23_Rewrite_HO_13_Inspectionpage_ClickNo
TC23_Rewrite_HO_14_Inpectionpage_SelectReason,0.654,0.871,1.109,1.265,10,0,TC23_Rewrite_HO_14_Inpectionpage_SelectReason
TC23_Rewrite_HO_15_Inpectionpage_Clicksave&continue,3.331,4.131,4.522,5.625,10,0,TC23_Rewrite_HO_15_Inpectionpage_Clicksave&continue
TC23_Rewrite_HO_16_Paymentpage_Clicksave&continue,3.388,3.875,4.394,4.443,10,0,TC23_Rewrite_HO_16_Paymentpage_Clicksave&continue
TC23_Rewrite_HO_17_ClickIssuepolicy,10.713,23.569,34.668,35.576,10,0,TC23_Rewrite_HO_17_ClickIssuepolicy
TC25_Rewrite_PEL_15_ClickOk,3.454,3.592,3.705,3.794,10,0,TC25_Rewrite_PEL_15_ClickOk
TC17_Rewrite_Coll_14_ClickIssuepolicy,17.39,20.885,21.262,25.503,5,0,TC17_Rewrite_Coll_14_ClickIssuepolicy
TC23_Rewrite_HO_18_ClickOk,3.514,3.67,3.772,3.845,10,0,TC23_Rewrite_HO_18_ClickOk
TC37_PCG_Internal_Nonadmitted_EQ_02_SearchCustomerID,0.264,0.348,0.381,0.601,10,0,TC37_PCG_Internal_Nonadmitted_EQ_02_SearchCustomerID
TC31_PCG_Internal_Nonadmitted_PEL_01_SearchCustomer,0.565,2.092,4.606,4.704,10,0,TC31_PCG_Internal_Nonadmitted_PEL_01_SearchCustomer
TC30_PCG_Internal_Nonadmitted_HO_01_SearchCustomer,0.341,2.294,4.675,5.001,40,0,TC30_PCG_Internal_Nonadmitted_HO_01_SearchCustomer
TC32_PCG_Internal_Nonadmitted_Coll_01_SearchCustomer,0.399,2.16,4.491,4.676,10,0,TC32_PCG_Internal_Nonadmitted_Coll_01_SearchCustomer
TC37_PCG_Internal_Nonadmitted_EQ_03_SearchCustomerID,0.598,1.05,1.329,2.198,10,0,TC37_PCG_Internal_Nonadmitted_EQ_03_SearchCustomerID
TC31_PCG_Internal_Nonadmitted_PEL_02_Click_CreateQuoteforCustomer,0.154,0.221,0.285,0.285,10,0,TC31_PCG_Internal_Nonadmitted_PEL_02_Click_CreateQuoteforCustomer
TC32_PCG_Internal_Nonadmitted_Coll_02_CreateQuoteforCustomer,0.152,0.21,0.274,0.279,10,0,TC32_PCG_Internal_Nonadmitted_Coll_02_CreateQuoteforCustomer
TC30_PCG_Internal_Nonadmitted_HO_02_Click_CreateQuoteforCustomer,0.148,0.213,0.28,0.561,40,0,TC30_PCG_Internal_Nonadmitted_HO_02_Click_CreateQuoteforCustomer
TC31_PCG_Internal_Nonadmitted_PEL_03_SelectProduct_NonAdmittedPEL_save&continue,3.359,4.724,5.897,6.446,10,0,TC31_PCG_Internal_Nonadmitted_PEL_03_SelectProduct_NonAdmittedPEL_save&continue
TC37_PCG_Internal_Nonadmitted_EQ_04_SelectProductEQ_SaveandContinue,6.296,8.961,10.64,18.271,10,0,TC37_PCG_Internal_Nonadmitted_EQ_04_SelectProductEQ_SaveandContinue
TC30_PCG_Internal_Nonadmitted_HO_03_SelectProduct_NonAdmitted_save&continue,2.775,5.027,7.819,9.355,40,0,TC30_PCG_Internal_Nonadmitted_HO_03_SelectProduct_NonAdmitted_save&continue
TC32_PCG_Internal_Nonadmitted_Coll_03_SelectProduct_NonAdmitted_save&continue,3.107,4.068,4.995,6.143,10,0,TC32_PCG_Internal_Nonadmitted_Coll_03_SelectProduct_NonAdmitted_save&continue
TC31_PCG_Internal_Nonadmitted_PEL_04_InsuredPage_SelectBrokercode,0.182,0.218,0.247,0.318,10,0,TC31_PCG_Internal_Nonadmitted_PEL_04_InsuredPage_SelectBrokercode
TC37_PCG_Internal_Nonadmitted_EQ_05_SelectBrokerCode,0.181,0.236,0.279,0.308,10,0,TC37_PCG_Internal_Nonadmitted_EQ_05_SelectBrokerCode
TC30_PCG_Internal_Nonadmitted_HO_04_InsuredPage_SelectBrokercode,0.182,0.241,0.316,0.387,40,0,TC30_PCG_Internal_Nonadmitted_HO_04_InsuredPage_SelectBrokercode
TC32_PCG_Internal_Nonadmitted_Coll_04_InsuredPage_SelectBrokercode,0.186,0.23,0.262,0.437,10,0,TC32_PCG_Internal_Nonadmitted_Coll_04_InsuredPage_SelectBrokercode
TC31_PCG_Internal_Nonadmitted_PEL_05_InsuredPage_SelectSurplusline_RSCIA,1.721,2.177,2.513,2.744,10,0,TC31_PCG_Internal_Nonadmitted_PEL_05_InsuredPage_SelectSurplusline_RSCIA
TC30_PCG_Internal_Nonadmitted_HO_05_InsuredPage_SelectSurplusline_RSCIA,1.884,2.695,3.396,9.754,40,0,TC30_PCG_Internal_Nonadmitted_HO_05_InsuredPage_SelectSurplusline_RSCIA
TC37_PCG_Internal_Nonadmitted_EQ_06_SelectRSCIA,2.11,2.902,3.409,3.598,10,0,TC37_PCG_Internal_Nonadmitted_EQ_06_SelectRSCIA
TC32_PCG_Internal_Nonadmitted_Coll_05_InsuredPage_SelectSurplusline_RSCIA,1.696,2.572,3.375,3.934,10,0,TC32_PCG_Internal_Nonadmitted_Coll_05_InsuredPage_SelectSurplusline_RSCIA
TC32_PCG_Internal_Nonadmitted_Coll_06_InsuredPage_SelectLocationInfo,0.101,0.153,0.188,0.248,10,0,TC32_PCG_Internal_Nonadmitted_Coll_06_InsuredPage_SelectLocationInfo
TC31_PCG_Internal_Nonadmitted_PEL_06_InsuredPage_SelectLocationInfo,1.844,2.363,2.83,3.058,10,0,TC31_PCG_Internal_Nonadmitted_PEL_06_InsuredPage_SelectLocationInfo
TC30_PCG_Internal_Nonadmitted_HO_06_InsuredPage_SelectLocationInfo,1.708,2.644,3.483,9.17,40,0,TC30_PCG_Internal_Nonadmitted_HO_06_InsuredPage_SelectLocationInfo
TC37_PCG_Internal_Nonadmitted_EQ_07_SelectRiskAddress,2.009,2.786,3.415,4.229,10,0,TC37_PCG_Internal_Nonadmitted_EQ_07_SelectRiskAddress
TC37_PCG_Internal_Nonadmitted_EQ_08_InsuredPage_SaveandContinue,7.306,10.629,13.635,15.743,10,0,TC37_PCG_Internal_Nonadmitted_EQ_08_InsuredPage_SaveandContinue
TC32_PCG_Internal_Nonadmitted_Coll_07_InsuredPage_Clicksave&continue,13.783,17.611,20.159,28.454,10,0,TC32_PCG_Internal_Nonadmitted_Coll_07_InsuredPage_Clicksave&continue
TC31_PCG_Internal_Nonadmitted_PEL_07_InsuredPage_ClickSaveandContinue,13.163,16.215,19.354,20.044,10,0,TC31_PCG_Internal_Nonadmitted_PEL_07_InsuredPage_ClickSaveandContinue
TC30_PCG_Internal_Nonadmitted_HO_07_InsuredPage_Clicksave&continue,16.144,22.903,29.358,34.556,40,0,TC30_PCG_Internal_Nonadmitted_HO_07_InsuredPage_Clicksave&continue
TC30_PCG_Internal_Nonadmitted_HO_07A_InsuredPage_ClickContinue,1.479,1.991,2.602,3.241,40,0,TC30_PCG_Internal_Nonadmitted_HO_07A_InsuredPage_ClickContinue
TC32_PCG_Internal_Nonadmitted_Coll_08_RatingPage_SelectJewelry,0.697,0.99,1.458,1.466,10,0,TC32_PCG_Internal_Nonadmitted_Coll_08_RatingPage_SelectJewelry
TC31_PCG_Internal_Nonadmitted_PEL_08_InsuredPage_SelectHomeandClickSave,1.115,1.581,2.079,2.167,10,0,TC31_PCG_Internal_Nonadmitted_PEL_08_InsuredPage_SelectHomeandClickSave
TC37_PCG_Internal_Nonadmitted_EQ_09_RatingPage_SaveandContinue,3.273,4.561,5.549,6.837,10,0,TC37_PCG_Internal_Nonadmitted_EQ_09_RatingPage_SaveandContinue
TC32_PCG_Internal_Nonadmitted_Coll_09_RatingPage_SelectScheduled,0.676,0.871,1.083,1.302,10,0,TC32_PCG_Internal_Nonadmitted_Coll_09_RatingPage_SelectScheduled
TC30_PCG_Internal_Nonadmitted_HO_07B_RatingPage_Selectconstructivetype,1.657,2.037,2.433,2.892,40,0,TC30_PCG_Internal_Nonadmitted_HO_07B_RatingPage_Selectconstructivetype
TC31_PCG_Internal_Nonadmitted_PEL_09_RatingPage_ClickSaveandContinue,1.979,2.832,3.856,5.604,10,0,TC31_PCG_Internal_Nonadmitted_PEL_09_RatingPage_ClickSaveandContinue
TC37_PCG_Internal_Nonadmitted_EQ_10_CovergePage_SaveandContinue,1.478,2.378,3.122,3.398,10,0,TC37_PCG_Internal_Nonadmitted_EQ_10_CovergePage_SaveandContinue
TC30_PCG_Internal_Nonadmitted_HO_08_RatingPage_SelectYearbuilt,1.62,2.084,2.429,2.904,40,0,TC30_PCG_Internal_Nonadmitted_HO_08_RatingPage_SelectYearbuilt
TC32_PCG_Internal_Nonadmitted_Coll_10_RatingPage_Clicksaveandcontinue,2.28,3.294,4.133,4.589,10,0,TC32_PCG_Internal_Nonadmitted_Coll_10_RatingPage_Clicksaveandcontinue
TC31_PCG_Internal_Nonadmitted_PEL_10_CoveragePage_ClickSaveandContinue,1.48,2.176,2.84,3.081,10,0,TC31_PCG_Internal_Nonadmitted_PEL_10_CoveragePage_ClickSaveandContinue
TC32_PCG_Internal_Nonadmitted_Coll_11_Select_Construction Type ,0.94,2.039,1.816,8.464,10,0,TC32_PCG_Internal_Nonadmitted_Coll_11_Select_Construction Type 
TC30_PCG_Internal_Nonadmitted_HO_09_RatingPage_SelectNoofstories,1.742,2.351,2.733,8.862,40,0,TC30_PCG_Internal_Nonadmitted_HO_09_RatingPage_SelectNoofstories
TC37_PCG_Internal_Nonadmitted_EQ_11_DetailsPage_SaveandContinue,10.138,13.472,15.759,22.14,10,0,TC37_PCG_Internal_Nonadmitted_EQ_11_DetailsPage_SaveandContinue
TC31_PCG_Internal_Nonadmitted_PEL_11_DetailsPage_ClickSaveandContinue,6.806,9.238,10.709,17.284,10,0,TC31_PCG_Internal_Nonadmitted_PEL_11_DetailsPage_ClickSaveandContinue
TC32_PCG_Internal_Nonadmitted_Coll_12_Select_OccupancyType,1.039,1.217,1.532,1.603,10,0,TC32_PCG_Internal_Nonadmitted_Coll_12_Select_OccupancyType
TC30_PCG_Internal_Nonadmitted_HO_10_RatingPage_SelectpreviousInsurer,1.591,2.185,2.532,9.701,40,0,TC30_PCG_Internal_Nonadmitted_HO_10_RatingPage_SelectpreviousInsurer
TC37_PCG_Internal_Nonadmitted_EQ_12_QuotePage_ClickCreatePackage,1.287,2.598,2.828,9.624,10,0,TC37_PCG_Internal_Nonadmitted_EQ_12_QuotePage_ClickCreatePackage
TC32_PCG_Internal_Nonadmitted_Coll_13_Select_YearBuilt,1.04,1.349,1.482,2.094,10,0,TC32_PCG_Internal_Nonadmitted_Coll_13_Select_YearBuilt
TC31_PCG_Internal_Nonadmitted_PEL_12_QuoteSummaryPage_ClickCreatePackage,1.133,1.929,2.941,3.326,10,0,TC31_PCG_Internal_Nonadmitted_PEL_12_QuoteSummaryPage_ClickCreatePackage
TC37_PCG_Internal_Nonadmitted_EQ_13_Packagepage_Selectquote_ClickCreatepackage,1.796,4.323,6.003,9.822,10,0,TC37_PCG_Internal_Nonadmitted_EQ_13_Packagepage_Selectquote_ClickCreatepackage
TC30_PCG_Internal_Nonadmitted_HO_11_RatingPage_ClickNext,3.939,5.287,6.08,14.609,40,0,TC30_PCG_Internal_Nonadmitted_HO_11_RatingPage_ClickNext
